"Reported Trait","Mapped Trait",Tissues,"Gene Symbol","Ensembl ID","Gene Type",Method/Software,"Effect Size",P-value,Publication
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","EBV-Transformed Lymphocyte",CCNL2,ENSG00000221978.11,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.18E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cortex",NAGLU,ENSG00000108784.9,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.19E-06,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Lung,AF064858.6,ENSG00000205622.9,lincRNA,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.21E-14,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Stomach,ACTL11P,ENSG00000234667,pseudogene,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.23E-11,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cortex",C4A,ENSG00000244731.7,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.24E-07,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Vagina,HCG27,ENSG00000206344.7,lincRNA,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.31E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,CACNA1S,ENSG00000081248.10,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.31E-07,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,SULT1A2,ENSG00000197165.10,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.32E-09,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Stomach,P4HA2,ENSG00000072682.18,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.33E-15,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Lung,RUSC1-AS1,ENSG00000225855.6,antisense,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.34E-06,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,FDPS,ENSG00000160752.14,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.36E-06,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Substantia Nigra",RP11-615I2.6,ENSG00000275383.1,lincRNA,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.37E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Frontal Cortex",CCR6,ENSG00000112486.15,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.39E-07,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Frontal Cortex",GSR,ENSG00000104687.12,protein-coding,PrediXcan,'-,4.40E-05,TWASP000116
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,NFATC2IP,ENSG00000176953.12,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.42E-08,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",PTGER4,ENSG00000171522.5,protein-coding,"Summary data-based Mendelian Randomization(SMR)",'-,4.43E-06,TWASP000113
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",RP11-21B23.1,ENSG00000261393.1,antisense,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.44E-09,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Adrenal Gland",MON1A,ENSG00000164077.13,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.44E-09,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Fibroblasts,HLA-DRB5,ENSG00000198502.5,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.44E-15,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Muscle Skeletal",UBA7,ENSG00000182179.12,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.44E-16,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Sigmoid Colon",LST1,ENSG00000204482.10,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.44E-16,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",NOD2,ENSG00000167207.11,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.44E-16,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","EBV-Transformed Lymphocyte",HLA-DQB1,ENSG00000179344.16,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.44E-16,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Hippocampus",IL1RL1,ENSG00000115602.16,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,4.45E-09,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",CXCR2,ENSG00000180871.7,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.49E-07,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Mucosa",PSORS1C2,ENSG00000204538.3,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.52E-06,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",CTD-3088G3.4,ENSG00000262636.1,processed_pseudogene,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.53E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Muscularis",SBK1,ENSG00000188322.4,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.54E-10,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Spinal Cord Cervical",MIR6891,ENSG00000277402.1,miRNA,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.55E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",ADCY3,ENSG00000138031.14,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.56E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Thyroid,UBLCP1,ENSG00000164332.7,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.60E-06,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,SCAMP3,ENSG00000116521.10,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,4.62E-07,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,TRAIP,ENSG00000183763.8,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.62E-08,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Thyroid,AAMP,ENSG00000127837.9,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.66E-08,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellum",RP4-583P15.16,ENSG00000274501.1,antisense,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.66E-15,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","EBV-Transformed Lymphocyte",DDR1,ENSG00000204580.13,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,4.67E-07,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",AF064858.8,ENSG00000235888.1,lincRNA,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.69E-14,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Uterus,IL18R1,ENSG00000115604.10,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.74E-08,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellum",AC010733.5,ENSG00000232713.2,processed_pseudogene,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.76E-12,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Putamen Basal Ganglia",CDC42SE2,ENSG00000158985.13,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.78E-06,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","EBV-Transformed Lymphocyte",NDFIP1,ENSG00000131507.10,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.81E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",GSDMB,ENSG00000073605.18,protein-coding,"Summary data-based Mendelian Randomization(SMR)",'-,4.81E-15,TWASP000113
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Pituitary,CLN3,ENSG00000188603.18,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.82E-10,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,SERBP1,ENSG00000142864.14,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,4.83E-09,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",GPBAR1,ENSG00000179921.14,protein-coding,"Summary data-based Mendelian Randomization(SMR)",'-,4.86E-07,TWASP000113
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Vagina,KCNJ11,ENSG00000187486.5,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.88E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Transverse Colon",AGPAT1,ENSG00000204310.12,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.90E-09,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellar Hemisphere",ARPC2,ENSG00000163466.15,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.91E-06,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,AJ006998.2,ENSG00000229425.2,lincRNA,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.91E-13,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Small Intestine-Terminal Ileum",LINC01475,ENSG00000257582.5,lincRNA,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.96E-25,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Hippocampus",TUFM,ENSG00000178952.10,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,4.98E-08,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Uterus,HLA-DRB9,ENSG00000196301.3,unprocessed_pseudogene,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,4.99E-23,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",SBK1,ENSG00000188322.4,protein-coding,"Summary data-based Mendelian Randomization(SMR)",'-,5.03E-07,TWASP000113
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Aortic Artery",MSH5,ENSG00000204410.14,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.04E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Ovary,PSMB8,ENSG00000204264.8,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,5.12E-09,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Stomach,RP11-485G7.6,ENSG00000262703.1,antisense,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.13E-06,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,MTCO2P11,ENSG00000235917.1,unprocessed_pseudogene,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.13E-11,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Mucosa",ADAMTSL4,ENSG00000143382.14,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.15E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Hippocampus",ACTR1A,ENSG00000138107.12,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.16E-06,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,SPATA48,ENSG00000164500,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.22E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",TENT4B,ENSG00000121274,protein-coding,"Summary data-based Mendelian Randomization(SMR)",'-,5.25E-07,TWASP000113
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","EBV-Transformed Lymphocyte",ABHD16A,ENSG00000204427.11,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,5.26E-32,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Muscularis",IL1RL1,ENSG00000115602.16,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.30E-08,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Thyroid,NKX2-3,ENSG00000119919.10,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,5.31E-17,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Adrenal Gland",HYAL1,ENSG00000114378.16,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.33E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Nucleus Accumbens Basal Ganglia",RP4-547N15.3,ENSG00000275678.1,sense_intronic,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.38E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellar Hemisphere",NDUFB4P8,ENSG00000223663.2,processed_pseudogene,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.39E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Mucosa",TCF19,ENSG00000137310.11,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.40E-06,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",TNFRSF14,ENSG00000157873.17,protein-coding,"Summary data-based Mendelian Randomization(SMR)",'-,5.43E-07,TWASP000113
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellar Hemisphere",RP11-400N9.1,ENSG00000259793.1,antisense,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.44E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Tibia",TTLL10-AS1,ENSG00000205231.1,antisense,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.45E-06,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Cells Transformed Fibroblast",RP11-3B7.1,ENSG00000225399.4,lincRNA,Summary-MultiXcan(S-MultiXcan),'-,5.46E-09,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Liver,ELL,ENSG00000105656.12,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.47E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Ovary,ZBTB12,ENSG00000204366.3,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,5.48E-09,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Minor Salivary Gland",HCG22,ENSG00000228789.6,lincRNA,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.51E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,CUL1,ENSG00000055130.15,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.54E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Ovary,TNXA,ENSG00000248290.1,unprocessed_pseudogene,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.55E-16,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Coronary",SUFU,ENSG00000107882.11,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.57E-06,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,NF2,ENSG00000186575.17,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.58E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Fibroblasts,TSPAN14,ENSG00000108219.14,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.58E-06,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Ovary,P4HTM,ENSG00000178467.17,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,5.58E-13,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",GPBAR1,ENSG00000179921.14,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.60E-07,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,RP11-122G18.10,ENSG00000283360.1,lincRNA,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.61E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",FOSL2,ENSG00000075426.11,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.63E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Hypothalamus",DLD,ENSG00000091140.13,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.63E-12,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Kidney Cortex",IRGM,ENSG00000237693.4,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.64E-11,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","EBV-Transformed Lymphocyte",GTF2H4,ENSG00000213780.10,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,5.68E-09,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Prostate,LCN10,ENSG00000187922.13,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,5.69E-08,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","EBV-Transformed Lymphocyte",RP1-140A9.1,ENSG00000231050.1,antisense,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.70E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Anterior Cingulate Cortex",TRAF3IP2-AS1,ENSG00000231889.7,antisense,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.70E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",RNASET2,ENSG00000026297.15,protein-coding,"Summary data-based Mendelian Randomization(SMR)",'-,5.72E-09,TWASP000113
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,MSH5,ENSG00000204410.14,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,5.73E-08,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Hippocampus",DDAH2,ENSG00000213722.8,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,5.76E-28,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Atrial Appendage",NCR3,ENSG00000204475.9,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.81E-06,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",RP11-175K6.2,ENSG00000279204.1,TEC,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.82E-08,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,HLA-DMB,ENSG00000242574.8,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,5.91E-07,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",SGF29,ENSG00000176476.8,protein-coding,"Summary data-based Mendelian Randomization(SMR)",'-,5.92E-07,TWASP000113
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Vagina,VARS1,ENSG00000204394,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,5.92E-08,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Aortic Artery",LINC01149,ENSG00000230174.1,lincRNA,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.97E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Coronary",PRXL2B,ENSG00000157870,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.97E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Spleen,NOTCH4,ENSG00000204301.6,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.97E-06,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Thyroid,MAP3K8,ENSG00000107968.9,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,5.98E-07,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",QRICH1,ENSG00000198218.10,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,6.04E-15,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Breast Mammary Tissue",RP11-783K16.5,ENSG00000256940.1,antisense,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,6.05E-05,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Fibroblasts,ERRFI1,ENSG00000116285.12,protein-coding,"Probabilistic Transcriptome-Wide Association(PTWAS)",'-,6.05E-06,TWASP000141
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Atrial Appendage",ICOSLG,ENSG00000160223.16,protein-coding,Summary-MultiXcan(S-MultiXcan),'-,6.06E-10,TWASP000056
